'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Cloud","'99.24188995"
"'1","'LINE","'aws","'97.30817413"
"'1","'LINE","'Experience","'99.82198334"
"'1","'LINE","'Amazon Bedrock data flows","'99.85216522"
"'1","'LINE","'2025","'99.70220184"
"'1","'LINE","'aws","'74.97071075"
"'1","'LINE","'AWS Region network","'99.69267273"
"'1","'LINE","'Amazon Bedrock","'99.79740143"
"'1","'LINE","'Customer account","'99.34373474"
"'1","'LINE","'service account","'99.85256958"
"'1","'LINE","'loud","'96.84591675"
"'1","'LINE","'6","'60.53143311"
"'1","'LINE","'Customer VPC","'99.63516235"
"'1","'LINE","'perience","'56.35594559"
"'1","'LINE","'125","'60.06928635"
"'1","'LINE","'Cliente","'99.32552338"
"'1","'LINE","'API","'99.71636200"
"'1","'LINE","'G","'33.55308151"
"'1","'LINE","'endpoint","'99.94944000"
"'1","'LINE","'AWS PrivateLink","'99.45954132"
"'1","'LINE","'H","'26.06452942"
"'1","'LINE","'Corporate network","'99.85732269"
"'1","'LINE","'AWS Direct","'99.91290283"
"'1","'LINE","'Cliente","'99.66681671"
"'1","'LINE","'Connect","'99.98052979"
