'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Cloud","'93.67318726"
"'1","'LINE","'aws","'98.74243927"
"'1","'LINE","'/","'53.87921143"
"'1","'LINE","'Experience","'99.38937378"
"'1","'LINE","'2025","'99.87372589"
"'1","'LINE","'Cloud","'99.46178436"
"'1","'LINE","'S","'98.80558777"
"'1","'LINE","'Experience","'99.65914154"
"'1","'LINE","'Reimagine a inteligência","'99.09376526"
"'1","'LINE","'7","'92.95507813"
"'1","'LINE","'2025","'99.81004333"
"'1","'LINE","'de negócios com IA","'99.03315735"
"'1","'LINE","'generativa","'94.38519287"
"'1","'LINE","'Luiz Yanai (ele/dele)","'99.53996277"
"'1","'LINE","'Arquiteto de Soluções Especialista, Analytics","'94.99584198"
"'1","'LINE","'Amazon Web Services","'99.72938538"
