'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'ANTHROPIC 00Meta","'74.23596954"
"'1","'LINE","'ALABAS","'20.01300430"
"'1","'LINE","'amazon","'99.62622070"
"'1","'LINE","'cohere","'64.36365509"
"'1","'LINE","'COMMAND","'41.57358932"
"'1","'LINE","'stability.ai A121lobs","'85.02094269"
"'1","'LINE","'NS","'99.38049316"
"'1","'LINE","'aws","'99.37371063"
"'1","'LINE","'Cloud","'99.92558289"
"'1","'LINE","'Experience","'99.85285187"
"'1","'LINE","'Data flywheel","'99.85454559"
"'1","'LINE","'2025","'99.93690491"
"'1","'LINE","'for generative Al","'97.28278351"
"'1","'LINE","'be","'38.61673355"
"'1","'LINE","'ID","'15.60177231"
"'1","'LINE","'81","'17.65163612"
"'1","'LINE","'0.0","'17.20348740"
"'1","'LINE","'OS","'15.56154442"
"'1","'LINE","'EE","'72.60986328"
"'1","'LINE","'M","'70.13565063"
