'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Arquitetura para aplicativos de LLM para ""aumentar"" sua","'98.04607391"
"'1","'LINE","'resposta extraindo informações relevantes de um banco de","'98.38568878"
"'1","'LINE","'dados externo","'99.44645691"
"'1","'LINE","'Geração","'93.37845612"
"'1","'LINE","'Fornece respostas mais informadas e contextualmente precisas","'99.02454376"
"'1","'LINE","'Por exemplo:","'97.11373138"
"'1","'LINE","'aws","'99.42835999"
"'1","'LINE","'Clo","'91.54428864"
"'1","'LINE","'Aumentada","'99.48339844"
"'1","'LINE","'o chatbot de comércio eletrônico de móveis precisa","'92.19203949"
"'1","'LINE","'aws","'90.60784149"
"'1","'LINE","'responder a perguntas específicas sobre um item de","'98.74777222"
"'1","'LINE","'Exp","'99.41679382"
"'1","'LINE","'de","'99.88530731"
"'1","'LINE","'estoque, como um sofa","'88.12033081"
"'1","'LINE","'20","'98.28086853"
"'1","'LINE","'Como funciona:","'94.81375885"
"'1","'LINE","'Recuperação","'97.60375977"
"'1","'LINE","'Na etapa de recuperação, o sistema pesquisa em um banco","'93.21039581"
"'1","'LINE","'de dados externo as informações relacionadas à consulta","'98.07492828"
"'1","'LINE","'(RAG)","'99.78985596"
"'1","'LINE","'Na etapa de geração, o LLM usa as informações","'91.12722015"
"'1","'LINE","'recuperadas para elaborar uma resposta detalhada e","'99.35278320"
"'1","'LINE","'precisa, garantindo que o resultado final seja enriquecido","'94.08715057"
"'1","'LINE","'com dados atualizados e específicos","'97.66249847"
"'1","'LINE","'DATADOG","'99.49356079"
