'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Aproveite as arquiteturas de dados existentes para IA","'99.55590820"
"'1","'LINE","'Data lake &","'98.03302002"
"'1","'LINE","'warehouses","'99.47951508"
"'1","'LINE","'C","'22.70856476"
"'1","'LINE","'ience","'90.62335205"
"'1","'LINE","'Big data processing","'99.75247955"
"'1","'LINE","'Bancos de dados operacionais","'99.76268768"
"'1","'LINE","'w","'49.23540878"
"'1","'LINE","'(IND","'19.33691597"
"'1","'LINE","'av","'98.23575592"
"'1","'LINE","'Streaming data","'99.79570770"
"'1","'LINE","'gip","'19.32186317"
"'1","'LINE","'Data","'99.91082764"
"'1","'LINE","'Generative Al applications","'86.81298828"
"'1","'LINE","'Fontes de dados hibridas ou","'96.34337616"
"'1","'LINE","'Visualização de","'98.60058594"
"'1","'LINE","'in","'33.55101013"
"'1","'LINE","'I'm","'24.55221939"
"'1","'LINE","'externas","'99.77285004"
"'1","'LINE","'dados","'99.77881622"
"'1","'LINE","'O","'69.73226929"
"'1","'LINE","'Governança de","'98.93997955"
"'1","'LINE","'aws","'98.62863159"
"'1","'LINE","'dados","'99.75677490"
