'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'nossa","'99.32390594"
"'1","'LINE","'história","'93.54112244"
"'1","'LINE","'No mercado desde 2016 o Select","'89.14621735"
"'1","'LINE","'nasceu do","'73.39933777"
"'1","'LINE","'aw","'92.94182587"
"'1","'LINE","'desojo do criar soluções intelgentes","'72.38919067"
"'1","'LINE","'2016","'99.88385773"
"'1","'LINE","'2019","'99.91683197"
"'1","'LINE","'2021","'99.93292999"
"'1","'LINE","'inovadoras e econômicas para as","'84.39353180"
"'1","'LINE","'Ao incor 12 empresa nos","'56.11427307"
"'1","'LINE","'deporamos comedosalia de","'45.96228409"
"'1","'LINE","'Inicio do relacionamento .","'63.79374313"
"'1","'LINE","'Preporação poro.ding O Net","'21.87158585"
"'1","'LINE","'necessidodes tanto do mercado nacional","'88.34379578"
"'1","'LINE","'crior produtos Goos. come","'53.54579163"
"'1","'LINE","'construção","'66.72702789"
"'1","'LINE","'Avancado Segmentação don","'64.20662689"
"'1","'LINE","'Sbockup SVop 0 Suporto","'63.65934753"
"'1","'LINE","'AWS (Amozon Web Services","'71.91748810"
"'1","'LINE","'equipes de prowto 9 suportu","'56.06756973"
"'1","'LINE","'quanto internacional","'94.63967896"
"'1","'LINE","'Onino","'36.45096207"
"'1","'LINE","'Execueto de dois proxime","'43.05819702"
"'1","'LINE","'importantes O orber X> .","'45.78355408"
"'1","'LINE","'L'Oreal","'38.65924454"
"'1","'LINE","'Somos parceiros exclusivos da Amazon","'95.48013306"
"'1","'LINE","'2022","'99.93260193"
"'1","'LINE","'2023","'99.92285156"
"'1","'LINE","'2024","'99.96230316"
"'1","'LINE","'Web Services possuimos um","'93.76856995"
"'1","'LINE","'(AWS) e","'87.14723969"
"'1","'LINE","'Consolidação no segmento","'73.81767273"
"'1","'LINE","'hipp do expansdo poro o","'49.04803467"
"'1","'LINE","'portfólio abrangente de serviços","'73.78172302"
"'1","'LINE","'de startups A Select Soluctes","'80.75220490"
"'1","'LINE","'segmento de PMEs com-umg","'77.46570587"
"'1","'LINE","'Prémio Global de impacto","'69.79517365"
"'1","'LINE","'tornou-se aprincipal empresa","'56.66784668"
"'1","'LINE","'Social COPY programm","'46.62633133"
"'1","'LINE","'incorporando inteligência dentro de um","'94.76894379"
"'1","'LINE","'nova equipo de vendor","'64.02777863"
"'1","'LINE","'do consultoria para AWS no","'67.54261017"
"'1","'LINE","'TrechGelekers Consoldoote","'23.87073898"
"'1","'LINE","'dedicado O genação de","'55.79569244"
"'1","'LINE","'ambiente seguro, consolidado O em","'76.76787567"
"'1","'LINE","'America Lolino no segmento","'77.15411377"
"'1","'LINE","'como Green parcero com 0","'55.59702682"
"'1","'LINE","'demonda no segmento do","'80.02260590"
"'1","'LINE","'do stortups","'52.93459320"
"'1","'LINE","'compenéncia Soot com bose","'23.56125069"
"'1","'LINE","'PME","'29.25115585"
"'1","'LINE","'constante evolução","'96.56705475"
"'1","'LINE","'no Droul","'29.12666512"
"'1","'LINE","'clientes","'40.89124680"
