'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Amazon Bedrock data flows","'99.91402435"
"'1","'LINE","'aws","'99.07360077"
"'1","'LINE","'Cloud","'99.82881165"
"'1","'LINE","'Experience","'99.86457062"
"'1","'LINE","'2025","'99.72547913"
"'1","'LINE","'2002","'10.06108379"
"'1","'LINE","'AWS Region network","'99.74424744"
"'1","'LINE","'Amazon Bedrock","'99.84175110"
"'1","'LINE","'Model deployment account","'99.90512085"
"'1","'LINE","'Customer account","'99.89598083"
"'1","'LINE","'(AWS owned and operated)","'99.43878937"
"'1","'LINE","'service account","'99.92884827"
"'1","'LINE","'D","'46.12794495"
"'1","'LINE","'Customer VPC","'99.77331543"
"'1","'LINE","'Base model S3","'91.20375061"
"'1","'LINE","'On-demand","'98.70971680"
"'1","'LINE","'Bucket","'99.85773468"
"'1","'LINE","'rience","'99.33320618"
"'1","'LINE","'Compute","'99.44205475"
"'1","'LINE","'av","'93.87051392"
"'1","'LINE","'Cliente","'99.37789154"
"'1","'LINE","'API","'99.79411316"
"'1","'LINE","'Orchestration","'99.53543854"
"'1","'LINE","'GO","'33.27776337"
"'1","'LINE","'endpoint","'99.94231415"
"'1","'LINE","'Model staging account","'99.76586151"
"'1","'LINE","'(model provider)","'99.85794067"
"'1","'LINE","'AWS PrivateLink","'99.47271729"
"'1","'LINE","'Model artifacts","'99.61200714"
"'1","'LINE","'laws","'94.56563568"
"'1","'LINE","'d","'32.21807480"
"'1","'LINE","'Corporate network","'99.89817047"
"'1","'LINE","'AWS Region security services","'99.90081787"
"'1","'LINE","'AWS Direct","'99.81464386"
"'1","'LINE","'Cliente","'99.81872559"
"'1","'LINE","'Connect","'99.92608643"
