'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Cloud","'98.84494019"
"'1","'LINE","'aws","'97.76065063"
"'1","'LINE","'Experience","'99.34253693"
"'1","'LINE","'Dimensões de responsabilidade da IA","'98.46531677"
"'1","'LINE","'2025","'99.79139709"
"'1","'LINE","'PROTEÇÃO","'96.74702454"
"'1","'LINE","'CONTROLABILIDADE","'99.18988037"
"'1","'LINE","'EXPLICABILIDADE","'84.69916534"
"'1","'LINE","'Cloud","'99.71947479"
"'1","'LINE","'EQUIDADE","'99.03532410"
"'1","'LINE","'Prevenir O mal uso do Sistema, bem","'92.96347046"
"'1","'LINE","'Possuir mecanismos","'98.46732330"
"'1","'LINE","'Entender avaliar os","'86.50899506"
"'1","'LINE","'como resultados prejudiciais","'99.00459290"
"'1","'LINE","'Experience","'99.74707031"
"'1","'LINE","'Consideran os impactos em","'86.31697083"
"'1","'LINE","'resultados entregues pelo","'98.62892151"
"'1","'LINE","'para monitorar e conduzir o","'91.82609558"
"'1","'LINE","'diferentes grupos partes","'99.19219971"
"'1","'LINE","'comportamento dos sistemas de IA","'99.26502991"
"'1","'LINE","'sistema","'99.07108307"
"'1","'LINE","'interessadas","'98.60607910"
"'1","'LINE","'2025","'98.91837311"
"'1","'LINE","'PRIVACIDADE E","'98.07431793"
"'1","'LINE","'TRANSPARÊNCIA","'93.71003723"
"'1","'LINE","'VERACIDADE E","'99.15576935"
"'1","'LINE","'GOVERNANÇA","'93.92461395"
"'1","'LINE","'ROBUSTEZ","'99.82260132"
"'1","'LINE","'SEGURANÇA","'88.40824890"
"'1","'LINE","'Obter, usar proteger dados e","'82.22135162"
"'1","'LINE","'Incorporar melhores práticas","'96.95979309"
"'1","'LINE","'Possibilitar os stakeholders a","'93.54890442"
"'1","'LINE","'Alcançar resultados corretos","'94.32015991"
"'1","'LINE","'modelos de forma apropriada","'99.00285339"
"'1","'LINE","'best practices","'99.11618805"
"'1","'LINE","'tomar infromações informadas","'95.56294250"
"'1","'LINE","'entregues pelo sistema,","'98.19715881"
"'1","'LINE","'na cadeia de oferta de IA","'96.21971893"
"'1","'LINE","'sobre seu contato uso de","'97.54639435"
"'1","'LINE","'mesmo com inputs não experados","'99.35939789"
"'1","'LINE","'Incluindo provedores e","'93.37001801"
"'1","'LINE","'sistemas de LA","'97.13806152"
"'1","'LINE","'ou controversos","'99.08006287"
"'1","'LINE","'distribuidores","'96.93632507"
