'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Cloud","'88.73464966"
"'1","'LINE","'aws","'97.33020782"
"'1","'LINE","'Experience","'99.33683777"
"'1","'LINE","'Privacidade e governança de dados","'96.39950562"
"'1","'LINE","'2025","'99.30118561"
"'1","'LINE","'Você está sempre em controle dos seus dados","'96.95998383"
"'1","'LINE","'O Amazon Q Business usa modelos de aprendizado de máquina pré-treinados","'91.50293732"
"'1","'LINE","'Cloud","'99.51649475"
"'1","'LINE","'Experience","'99.79933167"
"'1","'LINE","'Os dados do cliente bem como (ou dados de feedback) não são usados para AWS ajuste","'99.37179565"
"'1","'LINE","'seja, dados ingeridos no Amazon Q Business, treinamento, dados de","'98.59514618"
"'1","'LINE","'fino conversação, ou melhoria de modelos de aprendizado de máquina pela","'94.33248138"
"'1","'LINE","'2025","'88.03060913"
"'1","'LINE","'O Amazon Q Business é um serviço regional: os dados do cliente são armazenados na","'96.95610046"
"'1","'LINE","'região onde O aplicativo Amazon Q Business é criado","'94.80523682"
"'1","'LINE","'Os dados do cliente são sempre criptografados em trânsito com um mínimo de TLS1.2","'97.48732758"
"'1","'LINE","'O Amazon Q Business criptografa todos os dados em repouso usando o AWS Key","'92.73941040"
"'1","'LINE","'Management Service (KMS)","'99.77821350"
