'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Cloud","'99.29589844"
"'1","'LINE","'aws","'96.31178284"
"'1","'LINE","'Treine e avalie modelos","'99.41838074"
"'1","'LINE","'Experience","'99.64123535"
"'1","'LINE","'a","'50.37071609"
"'1","'LINE","'2025","'99.90377045"
"'1","'LINE","'Crie modelos de alta qualidade","'99.44715118"
"'1","'LINE","'Configure model","'82.47135162"
"'1","'LINE","'Cloud","'98.39086914"
"'1","'LINE","'para regressão, classificação,","'91.72906494"
"'1","'LINE","'previsão e ajuste fino de FM","'99.58721161"
"'1","'LINE","'Experience","'77.26747131"
"'1","'LINE","'Use o AutoML ou selecione","'90.51512146"
"'1","'LINE","'025","'99.65499878"
"'1","'LINE","'av","'98.99963379"
"'1","'LINE","'algoritmos","'98.32955933"
"'1","'LINE","'Escolha métricas objetivas, divisões","'94.38839722"
"'1","'LINE","'de dados e outros controles de","'99.67646027"
"'1","'LINE","'modelo","'99.54922485"
"'1","'LINE","'Save","'82.98223114"
