'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Cloud","'89.04044342"
"'1","'LINE","'aws","'64.25930786"
"'1","'LINE","'Experience","'99.31129456"
"'1","'LINE","'2025","'99.57793427"
"'1","'LINE","'Personalize modelos de fundação","'98.55389404"
"'1","'LINE","'Selecione entre os modelos","'97.93113708"
"'1","'LINE","'Amazon Bedrock e SageMaker","'99.62271881"
"'1","'LINE","'Cloud","'99.51331329"
"'1","'LINE","'JumpStart","'99.73155212"
"'1","'LINE","'Experience","'99.49463654"
"'1","'LINE","'Aplique RAG ou ajuste","'99.42274475"
"'1","'LINE","'2025","'99.88032532"
"'1","'LINE","'modelos","'99.24739838"
"'1","'LINE","'10","'94.59159088"
