'Page Number,'Tipo,'Texto,'Confidence Score % (Line),
"'1","'LINE","'Monte facilmente agentes e bases de","'99.41107941"
"'1","'LINE","'conhecimento","'98.18901062"
"'1","'LINE","'Colaboração","'84.24548340"
"'1","'LINE","'Planeje e execute tarefas complexas entre","'98.66994476"
"'1","'LINE","'agentes","'99.35251617"
"'1","'LINE","'multiagente","'99.11459351"
"'1","'LINE","'ce","'99.41300201"
"'1","'LINE","'do Amazon","'99.81521606"
"'1","'LINE","'Unifique as conversas entre agentes com","'99.36865234"
"'1","'LINE","'Bedrock","'99.79720306"
"'1","'LINE","'a classificação de intenção integrada","'97.39276123"
"'1","'LINE","'Agents","'99.80055237"
"'1","'LINE","'Escalando experiências com agentes","'97.15296173"
"'1","'LINE","'Observabilidade em fluxos","'98.45698547"
"'1","'LINE","'multiagentes","'98.76285553"
"'1","'LINE","'Barreiras de proteção, segurança e","'95.15223694"
"'1","'LINE","'privacidade","'99.20611572"
